id,name,neighborhood,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,business_id,name,value
--j-kaNMCo1-DYzddCsA5Q,Q's Nails,Eastland,"3039 S Blvd, Ste C",Charlotte,NC,28209,35.2739,-80.7293,3.5,3,1,--j-kaNMCo1-DYzddCsA5Q,ByAppointmentOnly,0
--KCl2FvVQpvjzmZSPyviA,Hungry Howie's Pizza,,"6426 W Sugar Creek Rd, Unit A",Charlotte,NC,28269,35.3335,-80.7962,3,12,1,--KCl2FvVQpvjzmZSPyviA,Alcohol,none
--KCl2FvVQpvjzmZSPyviA,Hungry Howie's Pizza,,"6426 W Sugar Creek Rd, Unit A",Charlotte,NC,28269,35.3335,-80.7962,3,12,1,--KCl2FvVQpvjzmZSPyviA,Ambience,"{""romantic"": false, ""intimate"": false, ""classy"": false, ""hipster"": false, ""divey"": false, ""touristy"": false, ""trendy"": false, ""upscale"": false, ""casual"": true}"
--KCl2FvVQpvjzmZSPyviA,Hungry Howie's Pizza,,"6426 W Sugar Creek Rd, Unit A",Charlotte,NC,28269,35.3335,-80.7962,3,12,1,--KCl2FvVQpvjzmZSPyviA,BikeParking,0
--KCl2FvVQpvjzmZSPyviA,Hungry Howie's Pizza,,"6426 W Sugar Creek Rd, Unit A",Charlotte,NC,28269,35.3335,-80.7962,3,12,1,--KCl2FvVQpvjzmZSPyviA,BusinessAcceptsCreditCards,1
--KCl2FvVQpvjzmZSPyviA,Hungry Howie's Pizza,,"6426 W Sugar Creek Rd, Unit A",Charlotte,NC,28269,35.3335,-80.7962,3,12,1,--KCl2FvVQpvjzmZSPyviA,BusinessParking,"{""garage"": false, ""street"": false, ""validated"": false, ""lot"": true, ""valet"": false}"
--KCl2FvVQpvjzmZSPyviA,Hungry Howie's Pizza,,"6426 W Sugar Creek Rd, Unit A",Charlotte,NC,28269,35.3335,-80.7962,3,12,1,--KCl2FvVQpvjzmZSPyviA,Caters,1
--KCl2FvVQpvjzmZSPyviA,Hungry Howie's Pizza,,"6426 W Sugar Creek Rd, Unit A",Charlotte,NC,28269,35.3335,-80.7962,3,12,1,--KCl2FvVQpvjzmZSPyviA,DogsAllowed,1
--KCl2FvVQpvjzmZSPyviA,Hungry Howie's Pizza,,"6426 W Sugar Creek Rd, Unit A",Charlotte,NC,28269,35.3335,-80.7962,3,12,1,--KCl2FvVQpvjzmZSPyviA,GoodForKids,1
--KCl2FvVQpvjzmZSPyviA,Hungry Howie's Pizza,,"6426 W Sugar Creek Rd, Unit A",Charlotte,NC,28269,35.3335,-80.7962,3,12,1,--KCl2FvVQpvjzmZSPyviA,GoodForMeal,"{""dessert"": false, ""latenight"": true, ""lunch"": false, ""dinner"": false, ""breakfast"": false, ""brunch"": false}"
--KCl2FvVQpvjzmZSPyviA,Hungry Howie's Pizza,,"6426 W Sugar Creek Rd, Unit A",Charlotte,NC,28269,35.3335,-80.7962,3,12,1,--KCl2FvVQpvjzmZSPyviA,HasTV,0
--KCl2FvVQpvjzmZSPyviA,Hungry Howie's Pizza,,"6426 W Sugar Creek Rd, Unit A",Charlotte,NC,28269,35.3335,-80.7962,3,12,1,--KCl2FvVQpvjzmZSPyviA,NoiseLevel,quiet
--KCl2FvVQpvjzmZSPyviA,Hungry Howie's Pizza,,"6426 W Sugar Creek Rd, Unit A",Charlotte,NC,28269,35.3335,-80.7962,3,12,1,--KCl2FvVQpvjzmZSPyviA,OutdoorSeating,0
--KCl2FvVQpvjzmZSPyviA,Hungry Howie's Pizza,,"6426 W Sugar Creek Rd, Unit A",Charlotte,NC,28269,35.3335,-80.7962,3,12,1,--KCl2FvVQpvjzmZSPyviA,RestaurantsAttire,casual
--KCl2FvVQpvjzmZSPyviA,Hungry Howie's Pizza,,"6426 W Sugar Creek Rd, Unit A",Charlotte,NC,28269,35.3335,-80.7962,3,12,1,--KCl2FvVQpvjzmZSPyviA,RestaurantsDelivery,1
--KCl2FvVQpvjzmZSPyviA,Hungry Howie's Pizza,,"6426 W Sugar Creek Rd, Unit A",Charlotte,NC,28269,35.3335,-80.7962,3,12,1,--KCl2FvVQpvjzmZSPyviA,RestaurantsGoodForGroups,1
--KCl2FvVQpvjzmZSPyviA,Hungry Howie's Pizza,,"6426 W Sugar Creek Rd, Unit A",Charlotte,NC,28269,35.3335,-80.7962,3,12,1,--KCl2FvVQpvjzmZSPyviA,RestaurantsPriceRange2,1
--KCl2FvVQpvjzmZSPyviA,Hungry Howie's Pizza,,"6426 W Sugar Creek Rd, Unit A",Charlotte,NC,28269,35.3335,-80.7962,3,12,1,--KCl2FvVQpvjzmZSPyviA,RestaurantsReservations,0
--KCl2FvVQpvjzmZSPyviA,Hungry Howie's Pizza,,"6426 W Sugar Creek Rd, Unit A",Charlotte,NC,28269,35.3335,-80.7962,3,12,1,--KCl2FvVQpvjzmZSPyviA,RestaurantsTableService,0
--KCl2FvVQpvjzmZSPyviA,Hungry Howie's Pizza,,"6426 W Sugar Creek Rd, Unit A",Charlotte,NC,28269,35.3335,-80.7962,3,12,1,--KCl2FvVQpvjzmZSPyviA,RestaurantsTakeOut,1
--KCl2FvVQpvjzmZSPyviA,Hungry Howie's Pizza,,"6426 W Sugar Creek Rd, Unit A",Charlotte,NC,28269,35.3335,-80.7962,3,12,1,--KCl2FvVQpvjzmZSPyviA,WheelchairAccessible,1
--KCl2FvVQpvjzmZSPyviA,Hungry Howie's Pizza,,"6426 W Sugar Creek Rd, Unit A",Charlotte,NC,28269,35.3335,-80.7962,3,12,1,--KCl2FvVQpvjzmZSPyviA,WiFi,no
-0QtTRrAMn6DKLZNef3Ojg,Al-Salam Market & Deli,,"10901 University City Blvd, Ste 104",Charlotte,NC,28213,35.3145,-80.7027,2.5,3,1,-0QtTRrAMn6DKLZNef3Ojg,BikeParking,0
-0QtTRrAMn6DKLZNef3Ojg,Al-Salam Market & Deli,,"10901 University City Blvd, Ste 104",Charlotte,NC,28213,35.3145,-80.7027,2.5,3,1,-0QtTRrAMn6DKLZNef3Ojg,BusinessAcceptsCreditCards,1
-0QtTRrAMn6DKLZNef3Ojg,Al-Salam Market & Deli,,"10901 University City Blvd, Ste 104",Charlotte,NC,28213,35.3145,-80.7027,2.5,3,1,-0QtTRrAMn6DKLZNef3Ojg,BusinessParking,"{""garage"": false, ""street"": false, ""validated"": false, ""lot"": false, ""valet"": false}"
-0QtTRrAMn6DKLZNef3Ojg,Al-Salam Market & Deli,,"10901 University City Blvd, Ste 104",Charlotte,NC,28213,35.3145,-80.7027,2.5,3,1,-0QtTRrAMn6DKLZNef3Ojg,RestaurantsPriceRange2,1
-0QtTRrAMn6DKLZNef3Ojg,Al-Salam Market & Deli,,"10901 University City Blvd, Ste 104",Charlotte,NC,28213,35.3145,-80.7027,2.5,3,1,-0QtTRrAMn6DKLZNef3Ojg,RestaurantsTakeOut,0
-2HjuT4yjLZ3b5f_abD87Q,Freeman's Car Stereo,,4821 South Blvd,Charlotte,NC,28217,35.1727,-80.8755,3.5,8,1,-2HjuT4yjLZ3b5f_abD87Q,BusinessAcceptsCreditCards,1
-2HjuT4yjLZ3b5f_abD87Q,Freeman's Car Stereo,,4821 South Blvd,Charlotte,NC,28217,35.1727,-80.8755,3.5,8,1,-2HjuT4yjLZ3b5f_abD87Q,BusinessParking,"{""garage"": false, ""street"": false, ""validated"": false, ""lot"": true, ""valet"": false}"
-2HjuT4yjLZ3b5f_abD87Q,Freeman's Car Stereo,,4821 South Blvd,Charlotte,NC,28217,35.1727,-80.8755,3.5,8,1,-2HjuT4yjLZ3b5f_abD87Q,RestaurantsPriceRange2,2
-2HjuT4yjLZ3b5f_abD87Q,Freeman's Car Stereo,,4821 South Blvd,Charlotte,NC,28217,35.1727,-80.8755,3.5,8,1,-2HjuT4yjLZ3b5f_abD87Q,WheelchairAccessible,1
-2pmn-oTJeybmDrL-ojwrw,New Wrap Order,Sherwood Forest,,Charlotte,NC,28211,35.166,-80.7935,4,12,1,-2pmn-oTJeybmDrL-ojwrw,Alcohol,none
-2pmn-oTJeybmDrL-ojwrw,New Wrap Order,Sherwood Forest,,Charlotte,NC,28211,35.166,-80.7935,4,12,1,-2pmn-oTJeybmDrL-ojwrw,BikeParking,1
-2pmn-oTJeybmDrL-ojwrw,New Wrap Order,Sherwood Forest,,Charlotte,NC,28211,35.166,-80.7935,4,12,1,-2pmn-oTJeybmDrL-ojwrw,BusinessAcceptsCreditCards,1
-2pmn-oTJeybmDrL-ojwrw,New Wrap Order,Sherwood Forest,,Charlotte,NC,28211,35.166,-80.7935,4,12,1,-2pmn-oTJeybmDrL-ojwrw,BusinessParking,"{""garage"": false, ""street"": false, ""validated"": false, ""lot"": false, ""valet"": false}"
-2pmn-oTJeybmDrL-ojwrw,New Wrap Order,Sherwood Forest,,Charlotte,NC,28211,35.166,-80.7935,4,12,1,-2pmn-oTJeybmDrL-ojwrw,Caters,1
-2pmn-oTJeybmDrL-ojwrw,New Wrap Order,Sherwood Forest,,Charlotte,NC,28211,35.166,-80.7935,4,12,1,-2pmn-oTJeybmDrL-ojwrw,GoodForMeal,"{""dessert"": false, ""latenight"": false, ""lunch"": false, ""dinner"": false, ""breakfast"": false, ""brunch"": false}"
-2pmn-oTJeybmDrL-ojwrw,New Wrap Order,Sherwood Forest,,Charlotte,NC,28211,35.166,-80.7935,4,12,1,-2pmn-oTJeybmDrL-ojwrw,RestaurantsDelivery,0
-2pmn-oTJeybmDrL-ojwrw,New Wrap Order,Sherwood Forest,,Charlotte,NC,28211,35.166,-80.7935,4,12,1,-2pmn-oTJeybmDrL-ojwrw,RestaurantsPriceRange2,1
-2pmn-oTJeybmDrL-ojwrw,New Wrap Order,Sherwood Forest,,Charlotte,NC,28211,35.166,-80.7935,4,12,1,-2pmn-oTJeybmDrL-ojwrw,RestaurantsTakeOut,1
-2pmn-oTJeybmDrL-ojwrw,New Wrap Order,Sherwood Forest,,Charlotte,NC,28211,35.166,-80.7935,4,12,1,-2pmn-oTJeybmDrL-ojwrw,WheelchairAccessible,1
-2pQf1ceDZyE2ReCNbj-3A,Just Fresh,Steele Creek,14136 Rivergate Pkwy,Charlotte,NC,28273,35.102,-80.9853,3.5,50,1,-2pQf1ceDZyE2ReCNbj-3A,Alcohol,beer_and_wine
-2pQf1ceDZyE2ReCNbj-3A,Just Fresh,Steele Creek,14136 Rivergate Pkwy,Charlotte,NC,28273,35.102,-80.9853,3.5,50,1,-2pQf1ceDZyE2ReCNbj-3A,Ambience,"{""romantic"": false, ""intimate"": false, ""classy"": false, ""hipster"": false, ""divey"": false, ""touristy"": false, ""trendy"": false, ""upscale"": false, ""casual"": true}"
-2pQf1ceDZyE2ReCNbj-3A,Just Fresh,Steele Creek,14136 Rivergate Pkwy,Charlotte,NC,28273,35.102,-80.9853,3.5,50,1,-2pQf1ceDZyE2ReCNbj-3A,BikeParking,1
-2pQf1ceDZyE2ReCNbj-3A,Just Fresh,Steele Creek,14136 Rivergate Pkwy,Charlotte,NC,28273,35.102,-80.9853,3.5,50,1,-2pQf1ceDZyE2ReCNbj-3A,BusinessAcceptsCreditCards,1
-2pQf1ceDZyE2ReCNbj-3A,Just Fresh,Steele Creek,14136 Rivergate Pkwy,Charlotte,NC,28273,35.102,-80.9853,3.5,50,1,-2pQf1ceDZyE2ReCNbj-3A,BusinessParking,"{""garage"": false, ""street"": false, ""validated"": false, ""lot"": true, ""valet"": false}"
-2pQf1ceDZyE2ReCNbj-3A,Just Fresh,Steele Creek,14136 Rivergate Pkwy,Charlotte,NC,28273,35.102,-80.9853,3.5,50,1,-2pQf1ceDZyE2ReCNbj-3A,Caters,1
-2pQf1ceDZyE2ReCNbj-3A,Just Fresh,Steele Creek,14136 Rivergate Pkwy,Charlotte,NC,28273,35.102,-80.9853,3.5,50,1,-2pQf1ceDZyE2ReCNbj-3A,GoodForKids,1
-2pQf1ceDZyE2ReCNbj-3A,Just Fresh,Steele Creek,14136 Rivergate Pkwy,Charlotte,NC,28273,35.102,-80.9853,3.5,50,1,-2pQf1ceDZyE2ReCNbj-3A,GoodForMeal,"{""dessert"": false, ""latenight"": false, ""lunch"": true, ""dinner"": false, ""breakfast"": false, ""brunch"": false}"
-2pQf1ceDZyE2ReCNbj-3A,Just Fresh,Steele Creek,14136 Rivergate Pkwy,Charlotte,NC,28273,35.102,-80.9853,3.5,50,1,-2pQf1ceDZyE2ReCNbj-3A,HasTV,1
-2pQf1ceDZyE2ReCNbj-3A,Just Fresh,Steele Creek,14136 Rivergate Pkwy,Charlotte,NC,28273,35.102,-80.9853,3.5,50,1,-2pQf1ceDZyE2ReCNbj-3A,NoiseLevel,average
-2pQf1ceDZyE2ReCNbj-3A,Just Fresh,Steele Creek,14136 Rivergate Pkwy,Charlotte,NC,28273,35.102,-80.9853,3.5,50,1,-2pQf1ceDZyE2ReCNbj-3A,OutdoorSeating,1
-2pQf1ceDZyE2ReCNbj-3A,Just Fresh,Steele Creek,14136 Rivergate Pkwy,Charlotte,NC,28273,35.102,-80.9853,3.5,50,1,-2pQf1ceDZyE2ReCNbj-3A,RestaurantsAttire,casual
-2pQf1ceDZyE2ReCNbj-3A,Just Fresh,Steele Creek,14136 Rivergate Pkwy,Charlotte,NC,28273,35.102,-80.9853,3.5,50,1,-2pQf1ceDZyE2ReCNbj-3A,RestaurantsDelivery,0
-2pQf1ceDZyE2ReCNbj-3A,Just Fresh,Steele Creek,14136 Rivergate Pkwy,Charlotte,NC,28273,35.102,-80.9853,3.5,50,1,-2pQf1ceDZyE2ReCNbj-3A,RestaurantsGoodForGroups,1
-2pQf1ceDZyE2ReCNbj-3A,Just Fresh,Steele Creek,14136 Rivergate Pkwy,Charlotte,NC,28273,35.102,-80.9853,3.5,50,1,-2pQf1ceDZyE2ReCNbj-3A,RestaurantsPriceRange2,1
-2pQf1ceDZyE2ReCNbj-3A,Just Fresh,Steele Creek,14136 Rivergate Pkwy,Charlotte,NC,28273,35.102,-80.9853,3.5,50,1,-2pQf1ceDZyE2ReCNbj-3A,RestaurantsReservations,0
-2pQf1ceDZyE2ReCNbj-3A,Just Fresh,Steele Creek,14136 Rivergate Pkwy,Charlotte,NC,28273,35.102,-80.9853,3.5,50,1,-2pQf1ceDZyE2ReCNbj-3A,RestaurantsTableService,0
-2pQf1ceDZyE2ReCNbj-3A,Just Fresh,Steele Creek,14136 Rivergate Pkwy,Charlotte,NC,28273,35.102,-80.9853,3.5,50,1,-2pQf1ceDZyE2ReCNbj-3A,RestaurantsTakeOut,1
-2pQf1ceDZyE2ReCNbj-3A,Just Fresh,Steele Creek,14136 Rivergate Pkwy,Charlotte,NC,28273,35.102,-80.9853,3.5,50,1,-2pQf1ceDZyE2ReCNbj-3A,WheelchairAccessible,1
-2pQf1ceDZyE2ReCNbj-3A,Just Fresh,Steele Creek,14136 Rivergate Pkwy,Charlotte,NC,28273,35.102,-80.9853,3.5,50,1,-2pQf1ceDZyE2ReCNbj-3A,WiFi,free
-2uUrtgM5fiOaCpQEnPv0g,AT&T,,"9330 Center Lake Dr, Ste 130",Charlotte,NC,28216,35.3491,-80.8558,3,4,1,-2uUrtgM5fiOaCpQEnPv0g,BikeParking,0
-2uUrtgM5fiOaCpQEnPv0g,AT&T,,"9330 Center Lake Dr, Ste 130",Charlotte,NC,28216,35.3491,-80.8558,3,4,1,-2uUrtgM5fiOaCpQEnPv0g,BusinessAcceptsCreditCards,1
-2uUrtgM5fiOaCpQEnPv0g,AT&T,,"9330 Center Lake Dr, Ste 130",Charlotte,NC,28216,35.3491,-80.8558,3,4,1,-2uUrtgM5fiOaCpQEnPv0g,BusinessParking,"{""garage"": false, ""street"": false, ""validated"": false, ""lot"": false, ""valet"": false}"
-2uUrtgM5fiOaCpQEnPv0g,AT&T,,"9330 Center Lake Dr, Ste 130",Charlotte,NC,28216,35.3491,-80.8558,3,4,1,-2uUrtgM5fiOaCpQEnPv0g,RestaurantsPriceRange2,3
-2uUrtgM5fiOaCpQEnPv0g,AT&T,,"9330 Center Lake Dr, Ste 130",Charlotte,NC,28216,35.3491,-80.8558,3,4,1,-2uUrtgM5fiOaCpQEnPv0g,WheelchairAccessible,1
-5KBZ3UmQzW_PkrjHGMuUg,Econo Lodge Inn & Suites Airport,,3415 Queen City Dr,Charlotte,NC,28208,35.2399,-80.9221,3,20,1,-5KBZ3UmQzW_PkrjHGMuUg,BusinessAcceptsCreditCards,1
-5KBZ3UmQzW_PkrjHGMuUg,Econo Lodge Inn & Suites Airport,,3415 Queen City Dr,Charlotte,NC,28208,35.2399,-80.9221,3,20,1,-5KBZ3UmQzW_PkrjHGMuUg,RestaurantsPriceRange2,2
-5KBZ3UmQzW_PkrjHGMuUg,Econo Lodge Inn & Suites Airport,,3415 Queen City Dr,Charlotte,NC,28208,35.2399,-80.9221,3,20,1,-5KBZ3UmQzW_PkrjHGMuUg,WiFi,free
-5L8zOxibac-vBrsYtxXbQ,Ed's Tavern,Sedgefield,2200 Park Rd,Charlotte,NC,28203,35.2005,-80.8525,3.5,95,1,-5L8zOxibac-vBrsYtxXbQ,Alcohol,full_bar
-5L8zOxibac-vBrsYtxXbQ,Ed's Tavern,Sedgefield,2200 Park Rd,Charlotte,NC,28203,35.2005,-80.8525,3.5,95,1,-5L8zOxibac-vBrsYtxXbQ,Ambience,"{""romantic"": false, ""intimate"": false, ""classy"": false, ""hipster"": false, ""divey"": false, ""touristy"": false, ""trendy"": false, ""upscale"": false, ""casual"": true}"
-5L8zOxibac-vBrsYtxXbQ,Ed's Tavern,Sedgefield,2200 Park Rd,Charlotte,NC,28203,35.2005,-80.8525,3.5,95,1,-5L8zOxibac-vBrsYtxXbQ,BestNights,"{""monday"": false, ""tuesday"": false, ""friday"": true, ""wednesday"": true, ""thursday"": false, ""sunday"": false, ""saturday"": true}"
-5L8zOxibac-vBrsYtxXbQ,Ed's Tavern,Sedgefield,2200 Park Rd,Charlotte,NC,28203,35.2005,-80.8525,3.5,95,1,-5L8zOxibac-vBrsYtxXbQ,BikeParking,1
-5L8zOxibac-vBrsYtxXbQ,Ed's Tavern,Sedgefield,2200 Park Rd,Charlotte,NC,28203,35.2005,-80.8525,3.5,95,1,-5L8zOxibac-vBrsYtxXbQ,BusinessAcceptsCreditCards,1
-5L8zOxibac-vBrsYtxXbQ,Ed's Tavern,Sedgefield,2200 Park Rd,Charlotte,NC,28203,35.2005,-80.8525,3.5,95,1,-5L8zOxibac-vBrsYtxXbQ,BusinessParking,"{""garage"": false, ""street"": false, ""validated"": false, ""lot"": true, ""valet"": false}"
-5L8zOxibac-vBrsYtxXbQ,Ed's Tavern,Sedgefield,2200 Park Rd,Charlotte,NC,28203,35.2005,-80.8525,3.5,95,1,-5L8zOxibac-vBrsYtxXbQ,Caters,0
-5L8zOxibac-vBrsYtxXbQ,Ed's Tavern,Sedgefield,2200 Park Rd,Charlotte,NC,28203,35.2005,-80.8525,3.5,95,1,-5L8zOxibac-vBrsYtxXbQ,CoatCheck,0
-5L8zOxibac-vBrsYtxXbQ,Ed's Tavern,Sedgefield,2200 Park Rd,Charlotte,NC,28203,35.2005,-80.8525,3.5,95,1,-5L8zOxibac-vBrsYtxXbQ,GoodForDancing,0
-5L8zOxibac-vBrsYtxXbQ,Ed's Tavern,Sedgefield,2200 Park Rd,Charlotte,NC,28203,35.2005,-80.8525,3.5,95,1,-5L8zOxibac-vBrsYtxXbQ,GoodForKids,0
-5L8zOxibac-vBrsYtxXbQ,Ed's Tavern,Sedgefield,2200 Park Rd,Charlotte,NC,28203,35.2005,-80.8525,3.5,95,1,-5L8zOxibac-vBrsYtxXbQ,GoodForMeal,"{""dessert"": false, ""latenight"": true, ""lunch"": true, ""dinner"": false, ""breakfast"": false, ""brunch"": false}"
-5L8zOxibac-vBrsYtxXbQ,Ed's Tavern,Sedgefield,2200 Park Rd,Charlotte,NC,28203,35.2005,-80.8525,3.5,95,1,-5L8zOxibac-vBrsYtxXbQ,HappyHour,1
-5L8zOxibac-vBrsYtxXbQ,Ed's Tavern,Sedgefield,2200 Park Rd,Charlotte,NC,28203,35.2005,-80.8525,3.5,95,1,-5L8zOxibac-vBrsYtxXbQ,HasTV,1
-5L8zOxibac-vBrsYtxXbQ,Ed's Tavern,Sedgefield,2200 Park Rd,Charlotte,NC,28203,35.2005,-80.8525,3.5,95,1,-5L8zOxibac-vBrsYtxXbQ,Music,"{""dj"": false, ""background_music"": false, ""no_music"": false, ""karaoke"": false, ""live"": true, ""video"": false, ""jukebox"": false}"
-5L8zOxibac-vBrsYtxXbQ,Ed's Tavern,Sedgefield,2200 Park Rd,Charlotte,NC,28203,35.2005,-80.8525,3.5,95,1,-5L8zOxibac-vBrsYtxXbQ,NoiseLevel,loud
-5L8zOxibac-vBrsYtxXbQ,Ed's Tavern,Sedgefield,2200 Park Rd,Charlotte,NC,28203,35.2005,-80.8525,3.5,95,1,-5L8zOxibac-vBrsYtxXbQ,OutdoorSeating,1
-5L8zOxibac-vBrsYtxXbQ,Ed's Tavern,Sedgefield,2200 Park Rd,Charlotte,NC,28203,35.2005,-80.8525,3.5,95,1,-5L8zOxibac-vBrsYtxXbQ,RestaurantsAttire,casual
-5L8zOxibac-vBrsYtxXbQ,Ed's Tavern,Sedgefield,2200 Park Rd,Charlotte,NC,28203,35.2005,-80.8525,3.5,95,1,-5L8zOxibac-vBrsYtxXbQ,RestaurantsDelivery,0
-5L8zOxibac-vBrsYtxXbQ,Ed's Tavern,Sedgefield,2200 Park Rd,Charlotte,NC,28203,35.2005,-80.8525,3.5,95,1,-5L8zOxibac-vBrsYtxXbQ,RestaurantsGoodForGroups,1
-5L8zOxibac-vBrsYtxXbQ,Ed's Tavern,Sedgefield,2200 Park Rd,Charlotte,NC,28203,35.2005,-80.8525,3.5,95,1,-5L8zOxibac-vBrsYtxXbQ,RestaurantsPriceRange2,1
