id,name,neighborhood,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,business_id,category
-0QtTRrAMn6DKLZNef3Ojg,Al-Salam Market & Deli,,"10901 University City Blvd, Ste 104",Charlotte,NC,28213,35.3145,-80.7027,2.5,3,1,-0QtTRrAMn6DKLZNef3Ojg,Convenience Stores
-0QtTRrAMn6DKLZNef3Ojg,Al-Salam Market & Deli,,"10901 University City Blvd, Ste 104",Charlotte,NC,28213,35.3145,-80.7027,2.5,3,1,-0QtTRrAMn6DKLZNef3Ojg,Delis
-0QtTRrAMn6DKLZNef3Ojg,Al-Salam Market & Deli,,"10901 University City Blvd, Ste 104",Charlotte,NC,28213,35.3145,-80.7027,2.5,3,1,-0QtTRrAMn6DKLZNef3Ojg,Ethnic Food
-0QtTRrAMn6DKLZNef3Ojg,Al-Salam Market & Deli,,"10901 University City Blvd, Ste 104",Charlotte,NC,28213,35.3145,-80.7027,2.5,3,1,-0QtTRrAMn6DKLZNef3Ojg,Food
-0QtTRrAMn6DKLZNef3Ojg,Al-Salam Market & Deli,,"10901 University City Blvd, Ste 104",Charlotte,NC,28213,35.3145,-80.7027,2.5,3,1,-0QtTRrAMn6DKLZNef3Ojg,Grocery
-0QtTRrAMn6DKLZNef3Ojg,Al-Salam Market & Deli,,"10901 University City Blvd, Ste 104",Charlotte,NC,28213,35.3145,-80.7027,2.5,3,1,-0QtTRrAMn6DKLZNef3Ojg,Meat Shops
-0QtTRrAMn6DKLZNef3Ojg,Al-Salam Market & Deli,,"10901 University City Blvd, Ste 104",Charlotte,NC,28213,35.3145,-80.7027,2.5,3,1,-0QtTRrAMn6DKLZNef3Ojg,Restaurants
-0QtTRrAMn6DKLZNef3Ojg,Al-Salam Market & Deli,,"10901 University City Blvd, Ste 104",Charlotte,NC,28213,35.3145,-80.7027,2.5,3,1,-0QtTRrAMn6DKLZNef3Ojg,Specialty Food
-2HjuT4yjLZ3b5f_abD87Q,Freeman's Car Stereo,,4821 South Blvd,Charlotte,NC,28217,35.1727,-80.8755,3.5,8,1,-2HjuT4yjLZ3b5f_abD87Q,Automotive
-2HjuT4yjLZ3b5f_abD87Q,Freeman's Car Stereo,,4821 South Blvd,Charlotte,NC,28217,35.1727,-80.8755,3.5,8,1,-2HjuT4yjLZ3b5f_abD87Q,Car Stereo Installation
-2HjuT4yjLZ3b5f_abD87Q,Freeman's Car Stereo,,4821 South Blvd,Charlotte,NC,28217,35.1727,-80.8755,3.5,8,1,-2HjuT4yjLZ3b5f_abD87Q,Electronics
-2HjuT4yjLZ3b5f_abD87Q,Freeman's Car Stereo,,4821 South Blvd,Charlotte,NC,28217,35.1727,-80.8755,3.5,8,1,-2HjuT4yjLZ3b5f_abD87Q,Shopping
-2pmn-oTJeybmDrL-ojwrw,New Wrap Order,Sherwood Forest,,Charlotte,NC,28211,35.166,-80.7935,4,12,1,-2pmn-oTJeybmDrL-ojwrw,Food
-2pmn-oTJeybmDrL-ojwrw,New Wrap Order,Sherwood Forest,,Charlotte,NC,28211,35.166,-80.7935,4,12,1,-2pmn-oTJeybmDrL-ojwrw,Food Trucks
-2pmn-oTJeybmDrL-ojwrw,New Wrap Order,Sherwood Forest,,Charlotte,NC,28211,35.166,-80.7935,4,12,1,-2pmn-oTJeybmDrL-ojwrw,Restaurants
-2pmn-oTJeybmDrL-ojwrw,New Wrap Order,Sherwood Forest,,Charlotte,NC,28211,35.166,-80.7935,4,12,1,-2pmn-oTJeybmDrL-ojwrw,Street Vendors
-2pmn-oTJeybmDrL-ojwrw,New Wrap Order,Sherwood Forest,,Charlotte,NC,28211,35.166,-80.7935,4,12,1,-2pmn-oTJeybmDrL-ojwrw,Wraps
-2pQf1ceDZyE2ReCNbj-3A,Just Fresh,Steele Creek,14136 Rivergate Pkwy,Charlotte,NC,28273,35.102,-80.9853,3.5,50,1,-2pQf1ceDZyE2ReCNbj-3A,American (Traditional)
-2pQf1ceDZyE2ReCNbj-3A,Just Fresh,Steele Creek,14136 Rivergate Pkwy,Charlotte,NC,28273,35.102,-80.9853,3.5,50,1,-2pQf1ceDZyE2ReCNbj-3A,Breakfast & Brunch
-2pQf1ceDZyE2ReCNbj-3A,Just Fresh,Steele Creek,14136 Rivergate Pkwy,Charlotte,NC,28273,35.102,-80.9853,3.5,50,1,-2pQf1ceDZyE2ReCNbj-3A,Food
-2pQf1ceDZyE2ReCNbj-3A,Just Fresh,Steele Creek,14136 Rivergate Pkwy,Charlotte,NC,28273,35.102,-80.9853,3.5,50,1,-2pQf1ceDZyE2ReCNbj-3A,Juice Bars & Smoothies
-2pQf1ceDZyE2ReCNbj-3A,Just Fresh,Steele Creek,14136 Rivergate Pkwy,Charlotte,NC,28273,35.102,-80.9853,3.5,50,1,-2pQf1ceDZyE2ReCNbj-3A,Restaurants
-2uUrtgM5fiOaCpQEnPv0g,AT&T,,"9330 Center Lake Dr, Ste 130",Charlotte,NC,28216,35.3491,-80.8558,3,4,1,-2uUrtgM5fiOaCpQEnPv0g,Mobile Phones
-2uUrtgM5fiOaCpQEnPv0g,AT&T,,"9330 Center Lake Dr, Ste 130",Charlotte,NC,28216,35.3491,-80.8558,3,4,1,-2uUrtgM5fiOaCpQEnPv0g,Shopping
-5KBZ3UmQzW_PkrjHGMuUg,Econo Lodge Inn & Suites Airport,,3415 Queen City Dr,Charlotte,NC,28208,35.2399,-80.9221,3,20,1,-5KBZ3UmQzW_PkrjHGMuUg,Event Planning & Services
-5KBZ3UmQzW_PkrjHGMuUg,Econo Lodge Inn & Suites Airport,,3415 Queen City Dr,Charlotte,NC,28208,35.2399,-80.9221,3,20,1,-5KBZ3UmQzW_PkrjHGMuUg,Hotels
-5KBZ3UmQzW_PkrjHGMuUg,Econo Lodge Inn & Suites Airport,,3415 Queen City Dr,Charlotte,NC,28208,35.2399,-80.9221,3,20,1,-5KBZ3UmQzW_PkrjHGMuUg,Hotels & Travel
-5L8zOxibac-vBrsYtxXbQ,Ed's Tavern,Sedgefield,2200 Park Rd,Charlotte,NC,28203,35.2005,-80.8525,3.5,95,1,-5L8zOxibac-vBrsYtxXbQ,American (Traditional)
-5L8zOxibac-vBrsYtxXbQ,Ed's Tavern,Sedgefield,2200 Park Rd,Charlotte,NC,28203,35.2005,-80.8525,3.5,95,1,-5L8zOxibac-vBrsYtxXbQ,Bars
-5L8zOxibac-vBrsYtxXbQ,Ed's Tavern,Sedgefield,2200 Park Rd,Charlotte,NC,28203,35.2005,-80.8525,3.5,95,1,-5L8zOxibac-vBrsYtxXbQ,Burgers
-5L8zOxibac-vBrsYtxXbQ,Ed's Tavern,Sedgefield,2200 Park Rd,Charlotte,NC,28203,35.2005,-80.8525,3.5,95,1,-5L8zOxibac-vBrsYtxXbQ,Nightlife
-5L8zOxibac-vBrsYtxXbQ,Ed's Tavern,Sedgefield,2200 Park Rd,Charlotte,NC,28203,35.2005,-80.8525,3.5,95,1,-5L8zOxibac-vBrsYtxXbQ,Restaurants
-5L8zOxibac-vBrsYtxXbQ,Ed's Tavern,Sedgefield,2200 Park Rd,Charlotte,NC,28203,35.2005,-80.8525,3.5,95,1,-5L8zOxibac-vBrsYtxXbQ,Sports Bars
-5XuRAfrjEiMN77J4gMQZQ,Berrybrook Farm Natural Foods,Dilworth,1257 East Blvd,Charlotte,NC,28203,35.2024,-80.8448,3.5,49,1,-5XuRAfrjEiMN77J4gMQZQ,Building Supplies
-5XuRAfrjEiMN77J4gMQZQ,Berrybrook Farm Natural Foods,Dilworth,1257 East Blvd,Charlotte,NC,28203,35.2024,-80.8448,3.5,49,1,-5XuRAfrjEiMN77J4gMQZQ,Farmers Market
-5XuRAfrjEiMN77J4gMQZQ,Berrybrook Farm Natural Foods,Dilworth,1257 East Blvd,Charlotte,NC,28203,35.2024,-80.8448,3.5,49,1,-5XuRAfrjEiMN77J4gMQZQ,Food
-5XuRAfrjEiMN77J4gMQZQ,Berrybrook Farm Natural Foods,Dilworth,1257 East Blvd,Charlotte,NC,28203,35.2024,-80.8448,3.5,49,1,-5XuRAfrjEiMN77J4gMQZQ,Grocery
-5XuRAfrjEiMN77J4gMQZQ,Berrybrook Farm Natural Foods,Dilworth,1257 East Blvd,Charlotte,NC,28203,35.2024,-80.8448,3.5,49,1,-5XuRAfrjEiMN77J4gMQZQ,Health Markets
-5XuRAfrjEiMN77J4gMQZQ,Berrybrook Farm Natural Foods,Dilworth,1257 East Blvd,Charlotte,NC,28203,35.2024,-80.8448,3.5,49,1,-5XuRAfrjEiMN77J4gMQZQ,Home & Garden
-5XuRAfrjEiMN77J4gMQZQ,Berrybrook Farm Natural Foods,Dilworth,1257 East Blvd,Charlotte,NC,28203,35.2024,-80.8448,3.5,49,1,-5XuRAfrjEiMN77J4gMQZQ,Home Services
-5XuRAfrjEiMN77J4gMQZQ,Berrybrook Farm Natural Foods,Dilworth,1257 East Blvd,Charlotte,NC,28203,35.2024,-80.8448,3.5,49,1,-5XuRAfrjEiMN77J4gMQZQ,Juice Bars & Smoothies
-5XuRAfrjEiMN77J4gMQZQ,Berrybrook Farm Natural Foods,Dilworth,1257 East Blvd,Charlotte,NC,28203,35.2024,-80.8448,3.5,49,1,-5XuRAfrjEiMN77J4gMQZQ,Restaurants
-5XuRAfrjEiMN77J4gMQZQ,Berrybrook Farm Natural Foods,Dilworth,1257 East Blvd,Charlotte,NC,28203,35.2024,-80.8448,3.5,49,1,-5XuRAfrjEiMN77J4gMQZQ,Shopping
-5XuRAfrjEiMN77J4gMQZQ,Berrybrook Farm Natural Foods,Dilworth,1257 East Blvd,Charlotte,NC,28203,35.2024,-80.8448,3.5,49,1,-5XuRAfrjEiMN77J4gMQZQ,Specialty Food
-5XuRAfrjEiMN77J4gMQZQ,Berrybrook Farm Natural Foods,Dilworth,1257 East Blvd,Charlotte,NC,28203,35.2024,-80.8448,3.5,49,1,-5XuRAfrjEiMN77J4gMQZQ,Vegetarian
-5y5m3v_5ZHwlXwsp5K59Q,Fitness Connection,University City,"8709 J W Clay Blvd, Ste C",Charlotte,NC,28262,35.3114,-80.7552,3.5,18,1,-5y5m3v_5ZHwlXwsp5K59Q,Active Life
-5y5m3v_5ZHwlXwsp5K59Q,Fitness Connection,University City,"8709 J W Clay Blvd, Ste C",Charlotte,NC,28262,35.3114,-80.7552,3.5,18,1,-5y5m3v_5ZHwlXwsp5K59Q,Fitness & Instruction
-5y5m3v_5ZHwlXwsp5K59Q,Fitness Connection,University City,"8709 J W Clay Blvd, Ste C",Charlotte,NC,28262,35.3114,-80.7552,3.5,18,1,-5y5m3v_5ZHwlXwsp5K59Q,Gyms
-5y5m3v_5ZHwlXwsp5K59Q,Fitness Connection,University City,"8709 J W Clay Blvd, Ste C",Charlotte,NC,28262,35.3114,-80.7552,3.5,18,1,-5y5m3v_5ZHwlXwsp5K59Q,Sports Clubs
-7jfn3wrS_grXiYbefKucQ,Craters & Freighters,Paw Creek,733 Bealer Rd,Charlotte,NC,28208,35.2687,-80.9008,5,3,1,-7jfn3wrS_grXiYbefKucQ,Couriers & Delivery Services
-7jfn3wrS_grXiYbefKucQ,Craters & Freighters,Paw Creek,733 Bealer Rd,Charlotte,NC,28208,35.2687,-80.9008,5,3,1,-7jfn3wrS_grXiYbefKucQ,Local Services
-7jfn3wrS_grXiYbefKucQ,Craters & Freighters,Paw Creek,733 Bealer Rd,Charlotte,NC,28208,35.2687,-80.9008,5,3,1,-7jfn3wrS_grXiYbefKucQ,Shipping Centers
-7VzJ1aG5yuWB9LT42yhlw,Nana's Uptown Restaurant & Bar,Third Ward,710 W Trade St,Charlotte,NC,28202,35.2322,-80.8486,3.5,16,0,-7VzJ1aG5yuWB9LT42yhlw,Restaurants
-7VzJ1aG5yuWB9LT42yhlw,Nana's Uptown Restaurant & Bar,Third Ward,710 W Trade St,Charlotte,NC,28202,35.2322,-80.8486,3.5,16,0,-7VzJ1aG5yuWB9LT42yhlw,Soul Food
-agVP2LxAVHyq-mhxEHnpg,Bar Charlotte,First Ward,300 N College St,Charlotte,NC,28202,35.2278,-80.8392,2.5,24,0,-agVP2LxAVHyq-mhxEHnpg,Bars
-agVP2LxAVHyq-mhxEHnpg,Bar Charlotte,First Ward,300 N College St,Charlotte,NC,28202,35.2278,-80.8392,2.5,24,0,-agVP2LxAVHyq-mhxEHnpg,Nightlife
-aMC2Dy2rqHicz9HjmXimA,Mattie's Diner,Third Ward,915 Hamilton St,Charlotte,NC,28206,35.2407,-80.8466,4,165,0,-aMC2Dy2rqHicz9HjmXimA,American (Traditional)
-aMC2Dy2rqHicz9HjmXimA,Mattie's Diner,Third Ward,915 Hamilton St,Charlotte,NC,28206,35.2407,-80.8466,4,165,0,-aMC2Dy2rqHicz9HjmXimA,Breakfast & Brunch
-aMC2Dy2rqHicz9HjmXimA,Mattie's Diner,Third Ward,915 Hamilton St,Charlotte,NC,28206,35.2407,-80.8466,4,165,0,-aMC2Dy2rqHicz9HjmXimA,Diners
-aMC2Dy2rqHicz9HjmXimA,Mattie's Diner,Third Ward,915 Hamilton St,Charlotte,NC,28206,35.2407,-80.8466,4,165,0,-aMC2Dy2rqHicz9HjmXimA,Restaurants
-bBaDCDIRoS5VTzUbALyBQ,Poza Salon,Elizabeth,2314 Crescent Ave,Charlotte,NC,28207,35.2041,-80.8238,4,14,1,-bBaDCDIRoS5VTzUbALyBQ,Beauty & Spas
-bBaDCDIRoS5VTzUbALyBQ,Poza Salon,Elizabeth,2314 Crescent Ave,Charlotte,NC,28207,35.2041,-80.8238,4,14,1,-bBaDCDIRoS5VTzUbALyBQ,Eyelash Service
-bBaDCDIRoS5VTzUbALyBQ,Poza Salon,Elizabeth,2314 Crescent Ave,Charlotte,NC,28207,35.2041,-80.8238,4,14,1,-bBaDCDIRoS5VTzUbALyBQ,Hair Salons
-bBaDCDIRoS5VTzUbALyBQ,Poza Salon,Elizabeth,2314 Crescent Ave,Charlotte,NC,28207,35.2041,-80.8238,4,14,1,-bBaDCDIRoS5VTzUbALyBQ,Permanent Makeup
-bKnO1BwkwXJFNLr72GECA,Bruegger's Bagels,Uptown,"210 East Trade St, Ste 226",Charlotte,NC,28202,35.2253,-80.8425,3.5,35,1,-bKnO1BwkwXJFNLr72GECA,Bagels
-bKnO1BwkwXJFNLr72GECA,Bruegger's Bagels,Uptown,"210 East Trade St, Ste 226",Charlotte,NC,28202,35.2253,-80.8425,3.5,35,1,-bKnO1BwkwXJFNLr72GECA,Breakfast & Brunch
-bKnO1BwkwXJFNLr72GECA,Bruegger's Bagels,Uptown,"210 East Trade St, Ste 226",Charlotte,NC,28202,35.2253,-80.8425,3.5,35,1,-bKnO1BwkwXJFNLr72GECA,Food
-bKnO1BwkwXJFNLr72GECA,Bruegger's Bagels,Uptown,"210 East Trade St, Ste 226",Charlotte,NC,28202,35.2253,-80.8425,3.5,35,1,-bKnO1BwkwXJFNLr72GECA,Restaurants
-bKnO1BwkwXJFNLr72GECA,Bruegger's Bagels,Uptown,"210 East Trade St, Ste 226",Charlotte,NC,28202,35.2253,-80.8425,3.5,35,1,-bKnO1BwkwXJFNLr72GECA,Sandwiches
-C1TuPTKUq-s5VPAcg81Sg,Noda Company Store,NoDa,3221 Yadkin Ave,Charlotte,NC,28205,35.247,-80.8045,4.5,31,1,-C1TuPTKUq-s5VPAcg81Sg,Art Galleries
-C1TuPTKUq-s5VPAcg81Sg,Noda Company Store,NoDa,3221 Yadkin Ave,Charlotte,NC,28205,35.247,-80.8045,4.5,31,1,-C1TuPTKUq-s5VPAcg81Sg,Arts & Entertainment
-C1TuPTKUq-s5VPAcg81Sg,Noda Company Store,NoDa,3221 Yadkin Ave,Charlotte,NC,28205,35.247,-80.8045,4.5,31,1,-C1TuPTKUq-s5VPAcg81Sg,Bars
-C1TuPTKUq-s5VPAcg81Sg,Noda Company Store,NoDa,3221 Yadkin Ave,Charlotte,NC,28205,35.247,-80.8045,4.5,31,1,-C1TuPTKUq-s5VPAcg81Sg,Beer Bar
-C1TuPTKUq-s5VPAcg81Sg,Noda Company Store,NoDa,3221 Yadkin Ave,Charlotte,NC,28205,35.247,-80.8045,4.5,31,1,-C1TuPTKUq-s5VPAcg81Sg,Nightlife
-C1TuPTKUq-s5VPAcg81Sg,Noda Company Store,NoDa,3221 Yadkin Ave,Charlotte,NC,28205,35.247,-80.8045,4.5,31,1,-C1TuPTKUq-s5VPAcg81Sg,Shopping
-C1TuPTKUq-s5VPAcg81Sg,Noda Company Store,NoDa,3221 Yadkin Ave,Charlotte,NC,28205,35.247,-80.8045,4.5,31,1,-C1TuPTKUq-s5VPAcg81Sg,Wine Bars
-c_hXOWtO_AiJ1zQJtGxLg,Paradise Island Divers,South End,2317 South Blvd,Charlotte,NC,28203,35.2047,-80.8626,2.5,7,1,-c_hXOWtO_AiJ1zQJtGxLg,Outdoor Gear
-c_hXOWtO_AiJ1zQJtGxLg,Paradise Island Divers,South End,2317 South Blvd,Charlotte,NC,28203,35.2047,-80.8626,2.5,7,1,-c_hXOWtO_AiJ1zQJtGxLg,Shopping
-c_hXOWtO_AiJ1zQJtGxLg,Paradise Island Divers,South End,2317 South Blvd,Charlotte,NC,28203,35.2047,-80.8626,2.5,7,1,-c_hXOWtO_AiJ1zQJtGxLg,Sporting Goods
-dcI8oWvxdMCGp00da8Ksg,Birdsong Brewing,NoDa,2315 N Davidson St,Charlotte,NC,28205,35.2407,-80.8144,4.5,84,0,-dcI8oWvxdMCGp00da8Ksg,Breweries
-dcI8oWvxdMCGp00da8Ksg,Birdsong Brewing,NoDa,2315 N Davidson St,Charlotte,NC,28205,35.2407,-80.8144,4.5,84,0,-dcI8oWvxdMCGp00da8Ksg,Food
-DzExXZ1QrBkCU-NWJasVA,Belky's Beauty Salon,Starmount,1341 Sharon Rd W,Charlotte,NC,28210,35.1195,-80.8798,4,8,1,-DzExXZ1QrBkCU-NWJasVA,Beauty & Spas
-DzExXZ1QrBkCU-NWJasVA,Belky's Beauty Salon,Starmount,1341 Sharon Rd W,Charlotte,NC,28210,35.1195,-80.8798,4,8,1,-DzExXZ1QrBkCU-NWJasVA,Hair Salons
-e7YfGYIbKhfJhRoz7wRgw,Doc Porter's Distillery,,232 Peterson Dr,Charlotte,NC,28217,35.1881,-80.8798,5,22,1,-e7YfGYIbKhfJhRoz7wRgw,Beer
-e7YfGYIbKhfJhRoz7wRgw,Doc Porter's Distillery,,232 Peterson Dr,Charlotte,NC,28217,35.1881,-80.8798,5,22,1,-e7YfGYIbKhfJhRoz7wRgw,Distilleries
-e7YfGYIbKhfJhRoz7wRgw,Doc Porter's Distillery,,232 Peterson Dr,Charlotte,NC,28217,35.1881,-80.8798,5,22,1,-e7YfGYIbKhfJhRoz7wRgw,Food
-e7YfGYIbKhfJhRoz7wRgw,Doc Porter's Distillery,,232 Peterson Dr,Charlotte,NC,28217,35.1881,-80.8798,5,22,1,-e7YfGYIbKhfJhRoz7wRgw,Wine & Spirits
-EhqH2gxvKjRTOtR-O9BCA,Asiaworks,,10715-B Park Rd,Charlotte,NC,28210,35.0917,-80.869,5,5,1,-EhqH2gxvKjRTOtR-O9BCA,Auto Repair
-EhqH2gxvKjRTOtR-O9BCA,Asiaworks,,10715-B Park Rd,Charlotte,NC,28210,35.0917,-80.869,5,5,1,-EhqH2gxvKjRTOtR-O9BCA,Automotive
-EkRlTm1xlzM8EyyYAs75Q,Jeffrey I. Musler & Associates,South Park,4400 Sharon Rd,Charlotte,NC,28202,35.1517,-80.8303,3,7,1,-EkRlTm1xlzM8EyyYAs75Q,Health & Medical
-EkRlTm1xlzM8EyyYAs75Q,Jeffrey I. Musler & Associates,South Park,4400 Sharon Rd,Charlotte,NC,28202,35.1517,-80.8303,3,7,1,-EkRlTm1xlzM8EyyYAs75Q,Optometrists
-EVu9Hy0YzUvfCBc0_1cgQ,The Boardroom Restaurant,Uptown,"128 S Tryon St, Ste 150",Charlotte,NC,28202,35.2269,-80.8442,4,17,0,-EVu9Hy0YzUvfCBc0_1cgQ,American (Traditional)
-EVu9Hy0YzUvfCBc0_1cgQ,The Boardroom Restaurant,Uptown,"128 S Tryon St, Ste 150",Charlotte,NC,28202,35.2269,-80.8442,4,17,0,-EVu9Hy0YzUvfCBc0_1cgQ,Breakfast & Brunch
-EVu9Hy0YzUvfCBc0_1cgQ,The Boardroom Restaurant,Uptown,"128 S Tryon St, Ste 150",Charlotte,NC,28202,35.2269,-80.8442,4,17,0,-EVu9Hy0YzUvfCBc0_1cgQ,Restaurants
-EVu9Hy0YzUvfCBc0_1cgQ,The Boardroom Restaurant,Uptown,"128 S Tryon St, Ste 150",Charlotte,NC,28202,35.2269,-80.8442,4,17,0,-EVu9Hy0YzUvfCBc0_1cgQ,Southern
-F2zEpel2C-v_outnOn6IQ,Autobell Car Wash,,6508 N Tryon St,Charlotte,NC,28213,35.2772,-80.7657,2,6,1,-F2zEpel2C-v_outnOn6IQ,Automotive
-F2zEpel2C-v_outnOn6IQ,Autobell Car Wash,,6508 N Tryon St,Charlotte,NC,28213,35.2772,-80.7657,2,6,1,-F2zEpel2C-v_outnOn6IQ,Car Wash
-FrNp2XC5AN7J57ozQ2dLw,Piper Glen Animal Hospital,,5105 Piper Station Dr,Charlotte,NC,28277,35.0627,-80.8132,4.5,14,1,-FrNp2XC5AN7J57ozQ2dLw,Pet Boarding/Pet Sitting
-FrNp2XC5AN7J57ozQ2dLw,Piper Glen Animal Hospital,,5105 Piper Station Dr,Charlotte,NC,28277,35.0627,-80.8132,4.5,14,1,-FrNp2XC5AN7J57ozQ2dLw,Pet Groomers
-FrNp2XC5AN7J57ozQ2dLw,Piper Glen Animal Hospital,,5105 Piper Station Dr,Charlotte,NC,28277,35.0627,-80.8132,4.5,14,1,-FrNp2XC5AN7J57ozQ2dLw,Pet Services
-FrNp2XC5AN7J57ozQ2dLw,Piper Glen Animal Hospital,,5105 Piper Station Dr,Charlotte,NC,28277,35.0627,-80.8132,4.5,14,1,-FrNp2XC5AN7J57ozQ2dLw,Pets
-FrNp2XC5AN7J57ozQ2dLw,Piper Glen Animal Hospital,,5105 Piper Station Dr,Charlotte,NC,28277,35.0627,-80.8132,4.5,14,1,-FrNp2XC5AN7J57ozQ2dLw,Veterinarians
-fVZrbmka-9Mq2TtCGHxxw,Cupcrazed Cakery,,"1730 E Woodlawn Rd, Ste H",Charlotte,NC,28209,35.1717,-80.8469,4,15,1,-fVZrbmka-9Mq2TtCGHxxw,Cupcakes
-fVZrbmka-9Mq2TtCGHxxw,Cupcrazed Cakery,,"1730 E Woodlawn Rd, Ste H",Charlotte,NC,28209,35.1717,-80.8469,4,15,1,-fVZrbmka-9Mq2TtCGHxxw,Desserts
-fVZrbmka-9Mq2TtCGHxxw,Cupcrazed Cakery,,"1730 E Woodlawn Rd, Ste H",Charlotte,NC,28209,35.1717,-80.8469,4,15,1,-fVZrbmka-9Mq2TtCGHxxw,Food
-fX1N-Pg_kxa7KK6gCv8Ag,Los Arcos Mexican Restaurant,University City,9601 N Tryon St,Charlotte,NC,28262,35.3164,-80.74,2.5,9,0,-fX1N-Pg_kxa7KK6gCv8Ag,Mexican
-fX1N-Pg_kxa7KK6gCv8Ag,Los Arcos Mexican Restaurant,University City,9601 N Tryon St,Charlotte,NC,28262,35.3164,-80.74,2.5,9,0,-fX1N-Pg_kxa7KK6gCv8Ag,Restaurants
-fznkdpqpDmNTSHnn1yUfg,Tailored Living,Ballantyne,,Charlotte,NC,28277,35.0536,-80.8212,5,4,1,-fznkdpqpDmNTSHnn1yUfg,Cabinetry
-fznkdpqpDmNTSHnn1yUfg,Tailored Living,Ballantyne,,Charlotte,NC,28277,35.0536,-80.8212,5,4,1,-fznkdpqpDmNTSHnn1yUfg,Flooring
-fznkdpqpDmNTSHnn1yUfg,Tailored Living,Ballantyne,,Charlotte,NC,28277,35.0536,-80.8212,5,4,1,-fznkdpqpDmNTSHnn1yUfg,Home & Garden
-fznkdpqpDmNTSHnn1yUfg,Tailored Living,Ballantyne,,Charlotte,NC,28277,35.0536,-80.8212,5,4,1,-fznkdpqpDmNTSHnn1yUfg,Home Decor
